date,matched_members,exact_ticker_matches,gvkey_matches,unmatched_codes,expected_members,membership_coverage,fundamental_coverage
2012-06-29,491,468,449,6,497,0.9879275653923542,0.9144602851323829
2012-07-31,491,468,449,6,497,0.9879275653923542,0.9144602851323829
2012-08-31,491,468,449,6,497,0.9879275653923542,0.9144602851323829
2012-09-28,491,468,449,6,497,0.9879275653923542,0.9144602851323829
2012-10-31,492,471,451,5,497,0.9899396378269618,0.9166666666666666
2012-11-30,492,471,451,5,497,0.9899396378269618,0.9166666666666666
2012-12-31,492,470,451,5,497,0.9899396378269618,0.9166666666666666
2013-01-31,492,470,452,5,497,0.9899396378269618,0.9186991869918699
2013-02-28,492,470,453,5,497,0.9899396378269618,0.9207317073170732
2013-03-28,492,470,453,5,497,0.9899396378269618,0.9207317073170732
2013-04-30,492,469,453,5,497,0.9899396378269618,0.9207317073170732
2013-05-31,492,470,454,5,497,0.9899396378269618,0.9227642276422764
2013-06-28,492,469,455,5,497,0.9899396378269618,0.9247967479674797
2013-07-31,492,470,455,5,497,0.9899396378269618,0.9247967479674797
2013-08-30,492,470,455,5,497,0.9899396378269618,0.9247967479674797
2013-09-30,492,471,455,5,497,0.9899396378269618,0.9247967479674797
2013-10-31,492,471,455,5,497,0.9899396378269618,0.9247967479674797
2013-11-29,492,472,455,5,497,0.9899396378269618,0.9247967479674797
2013-12-31,492,474,454,5,497,0.9899396378269618,0.9227642276422764
2014-01-31,492,474,454,5,497,0.9899396378269618,0.9227642276422764
2014-02-28,492,474,454,5,497,0.9899396378269618,0.9227642276422764
2014-03-31,492,474,453,5,497,0.9899396378269618,0.9207317073170732
2014-04-30,493,476,453,5,498,0.9899598393574297,0.9188640973630832
2014-05-30,493,475,453,5,498,0.9899598393574297,0.9188640973630832
2014-06-30,493,475,454,5,498,0.9899598393574297,0.920892494929006
2014-07-31,493,475,455,5,498,0.9899598393574297,0.922920892494929
2014-08-29,494,476,454,5,499,0.9899799599198397,0.9190283400809717
2014-09-30,495,477,455,4,499,0.9919839679358717,0.9191919191919192
2014-10-31,495,477,455,4,499,0.9919839679358717,0.9191919191919192
2014-11-28,495,477,455,4,499,0.9919839679358717,0.9191919191919192
2014-12-31,495,479,456,4,499,0.9919839679358717,0.9212121212121213
2015-01-30,495,479,455,4,499,0.9919839679358717,0.9191919191919192
2015-02-27,495,480,455,4,499,0.9919839679358717,0.9191919191919192
2015-03-31,496,481,457,4,500,0.992,0.9213709677419355
2015-04-30,496,480,458,4,500,0.992,0.9233870967741935
2015-05-29,496,480,458,4,500,0.992,0.9233870967741935
2015-06-30,495,482,458,4,499,0.9919839679358717,0.9252525252525252
2015-07-31,496,483,460,4,500,0.992,0.9274193548387096
2015-08-31,496,483,460,4,500,0.992,0.9274193548387096
2015-09-30,499,486,460,4,503,0.9920477137176938,0.9218436873747495
2015-10-30,499,486,460,4,503,0.9920477137176938,0.9218436873747495
2015-11-30,500,487,461,4,504,0.9920634920634921,0.922
2015-12-31,498,486,460,4,502,0.9920318725099602,0.9236947791164659
2016-01-29,499,487,461,6,505,0.9881188118811881,0.9238476953907816
2016-02-29,499,487,462,6,505,0.9881188118811881,0.9258517034068137
2016-03-31,499,487,464,6,505,0.9881188118811881,0.9298597194388778
2016-04-29,500,489,465,6,506,0.9881422924901185,0.93
2016-05-31,500,489,466,5,505,0.9900990099009901,0.932
2016-06-30,500,489,466,5,505,0.9900990099009901,0.932
2016-07-29,500,489,467,5,505,0.9900990099009901,0.934
2016-08-31,500,489,467,5,505,0.9900990099009901,0.934
2016-09-30,501,490,468,5,506,0.9901185770750988,0.9341317365269461
2016-10-31,500,490,468,6,506,0.9881422924901185,0.936
2016-11-30,501,491,468,5,506,0.9901185770750988,0.9341317365269461
2016-12-30,501,492,468,5,506,0.9901185770750988,0.9341317365269461
2017-01-31,501,492,468,5,506,0.9901185770750988,0.9341317365269461
2017-02-28,501,492,468,5,506,0.9901185770750988,0.9341317365269461
2017-03-31,501,492,470,5,506,0.9901185770750988,0.93812375249501
2017-04-28,501,492,470,5,506,0.9901185770750988,0.93812375249501
2017-05-31,502,492,471,4,506,0.9920948616600791,0.9382470119521913
2017-06-30,502,493,471,4,506,0.9920948616600791,0.9382470119521913
2017-07-31,502,494,473,4,506,0.9920948616600791,0.9422310756972112
2017-08-31,502,494,473,4,506,0.9920948616600791,0.9422310756972112
2017-09-29,502,494,473,4,506,0.9920948616600791,0.9422310756972112
2017-10-31,502,495,473,4,506,0.9920948616600791,0.9422310756972112
2017-11-30,502,496,473,4,506,0.9920948616600791,0.9422310756972112
2017-12-29,501,496,472,4,505,0.9920792079207921,0.9421157684630739
2018-01-31,502,497,473,4,506,0.9920948616600791,0.9422310756972112
2018-02-28,502,499,473,4,506,0.9920948616600791,0.9422310756972112
2018-03-29,502,500,474,4,506,0.9920948616600791,0.9442231075697212
2018-04-30,502,500,474,4,506,0.9920948616600791,0.9442231075697212
2018-05-31,502,502,475,4,506,0.9920948616600791,0.9462151394422311
2018-06-29,503,502,475,3,506,0.9940711462450593,0.9443339960238568
2018-07-31,503,503,475,3,506,0.9940711462450593,0.9443339960238568
2018-08-31,503,503,476,3,506,0.9940711462450593,0.9463220675944334
2018-09-28,503,502,478,2,505,0.996039603960396,0.9502982107355865
2018-10-31,502,501,478,2,504,0.996031746031746,0.952191235059761
2018-11-30,501,500,477,2,503,0.9960238568588469,0.9520958083832335
2018-12-31,503,502,479,2,505,0.996039603960396,0.952286282306163
2019-01-31,503,503,478,2,505,0.996039603960396,0.9502982107355865
2019-02-28,503,503,478,2,505,0.996039603960396,0.9502982107355865
2019-03-29,503,503,478,2,505,0.996039603960396,0.9502982107355865
2019-04-30,503,503,478,2,505,0.996039603960396,0.9502982107355865
2019-05-31,503,503,478,2,505,0.996039603960396,0.9502982107355865
2019-06-28,503,502,480,2,505,0.996039603960396,0.9542743538767395
2019-07-31,503,503,481,2,505,0.996039603960396,0.9562624254473161
2019-08-30,503,503,482,2,505,0.996039603960396,0.9582504970178927
2019-09-30,503,503,482,2,505,0.996039603960396,0.9582504970178927
2019-10-31,503,503,482,2,505,0.996039603960396,0.9582504970178927
2019-11-29,503,503,483,2,505,0.996039603960396,0.9602385685884692
2019-12-31,503,503,484,2,505,0.996039603960396,0.9622266401590457
2020-01-31,503,503,484,2,505,0.996039603960396,0.9622266401590457
2020-02-28,503,503,484,2,505,0.996039603960396,0.9622266401590457
2020-03-31,503,503,484,2,505,0.996039603960396,0.9622266401590457
2020-04-30,503,503,485,2,505,0.996039603960396,0.9642147117296223
2020-05-29,503,503,485,2,505,0.996039603960396,0.9642147117296223
2020-06-30,503,503,486,2,505,0.996039603960396,0.9662027833001988
2020-07-31,503,503,486,2,505,0.996039603960396,0.9662027833001988
2020-08-31,503,503,486,2,505,0.996039603960396,0.9662027833001988
2020-09-30,503,503,487,2,505,0.996039603960396,0.9681908548707754
2020-10-30,503,503,487,2,505,0.996039603960396,0.9681908548707754
2020-11-30,503,503,488,2,505,0.996039603960396,0.9701789264413518
2020-12-31,503,503,488,2,505,0.996039603960396,0.9701789264413518
2021-01-29,503,503,488,2,505,0.996039603960396,0.9701789264413518
2021-02-26,503,503,488,2,505,0.996039603960396,0.9701789264413518
2021-03-31,503,503,488,2,505,0.996039603960396,0.9701789264413518
2021-04-30,503,503,488,2,505,0.996039603960396,0.9701789264413518
2021-05-28,503,503,488,2,505,0.996039603960396,0.9701789264413518
2021-06-30,503,503,489,2,505,0.996039603960396,0.9721669980119284
2021-07-30,503,503,489,2,505,0.996039603960396,0.9721669980119284
2021-08-31,503,503,489,2,505,0.996039603960396,0.9721669980119284
2021-09-30,503,503,489,2,505,0.996039603960396,0.9721669980119284
2021-10-29,503,503,489,2,505,0.996039603960396,0.9721669980119284
2021-11-30,503,503,489,2,505,0.996039603960396,0.9721669980119284
2021-12-31,503,503,489,2,505,0.996039603960396,0.9721669980119284
2022-01-31,503,503,489,2,505,0.996039603960396,0.9721669980119284
2022-02-28,503,503,490,2,505,0.996039603960396,0.974155069582505
2022-03-31,503,503,490,2,505,0.996039603960396,0.974155069582505
2022-04-29,502,502,491,2,504,0.996031746031746,0.9780876494023905
2022-05-31,502,502,491,2,504,0.996031746031746,0.9780876494023905
2022-06-30,501,501,491,2,503,0.9960238568588469,0.9800399201596807
2022-07-29,501,501,491,2,503,0.9960238568588469,0.9800399201596807
2022-08-31,501,501,491,2,503,0.9960238568588469,0.9800399201596807
2022-09-30,501,501,491,2,503,0.9960238568588469,0.9800399201596807
2022-10-31,501,501,491,2,503,0.9960238568588469,0.9800399201596807
2022-11-30,501,501,491,2,503,0.9960238568588469,0.9800399201596807
2022-12-30,501,501,492,2,503,0.9960238568588469,0.9820359281437125
2023-01-31,501,501,492,2,503,0.9960238568588469,0.9820359281437125
2023-02-28,501,501,492,2,503,0.9960238568588469,0.9820359281437125
2023-03-31,501,501,493,2,503,0.9960238568588469,0.9840319361277445
2023-04-28,501,501,493,2,503,0.9960238568588469,0.9840319361277445
2023-05-31,501,501,494,2,503,0.9960238568588469,0.9860279441117764
2023-06-30,501,501,494,2,503,0.9960238568588469,0.9860279441117764
2023-07-31,501,501,494,2,503,0.9960238568588469,0.9860279441117764
2023-08-31,501,501,494,2,503,0.9960238568588469,0.9860279441117764
2023-09-29,501,501,494,2,503,0.9960238568588469,0.9860279441117764
2023-10-31,501,501,494,2,503,0.9960238568588469,0.9860279441117764
2023-11-30,501,501,494,2,503,0.9960238568588469,0.9860279441117764
2023-12-29,501,501,494,2,503,0.9960238568588469,0.9860279441117764
2024-01-31,501,501,494,2,503,0.9960238568588469,0.9860279441117764
2024-02-29,501,501,494,2,503,0.9960238568588469,0.9860279441117764
2024-03-28,501,501,495,2,503,0.9960238568588469,0.9880239520958084
2024-04-30,501,501,495,2,503,0.9960238568588469,0.9880239520958084
2024-05-31,501,501,495,2,503,0.9960238568588469,0.9880239520958084
2024-06-28,501,501,495,2,503,0.9960238568588469,0.9880239520958084
2024-07-31,501,501,495,2,503,0.9960238568588469,0.9880239520958084
2024-08-30,501,501,495,2,503,0.9960238568588469,0.9880239520958084
2024-09-30,502,502,496,2,504,0.996031746031746,0.9880478087649402
2024-10-31,501,501,495,2,503,0.9960238568588469,0.9880239520958084
2024-11-29,501,501,495,2,503,0.9960238568588469,0.9880239520958084
2024-12-31,501,501,495,2,503,0.9960238568588469,0.9880239520958084
